Act Sub tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyAccMag-mean() tGravityAccMag-mean() tBodyAccJerkMag-mean() tBodyGyroMag-mean() tBodyGyroJerkMag-mean() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyAccMag-mean() fBodyBodyAccJerkMag-mean() fBodyBodyGyroMag-mean() fBodyBodyGyroJerkMag-mean()
WALKING 18 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.37600552125 -0.227005874892857 -0.428348061071429 -0.415875518571429 -0.214911509714286 -0.436670583214286 -0.110628565017857 -0.15964185125 -0.444363427321429 0.271516662678571 0.295959501964286 0.47036294125 -0.296416825535714 -0.8022646675 -0.882299554821429 -0.841444372142857 -0.494038026607143 -0.361365964285714 -0.4948030925 0.291088917357143 0.180773525321429 0.0840883442464286 -0.401924532678571 0.288339292782143 -0.0237736732321429 0.05709533914875 -0.219724875303571 0.242897153 0.0160411432928571 -0.0354597785732143
WALKING 19 0.273931172307692 -0.0191773587903846 -0.122736673192308 -0.0489049407963462 0.181801561185577 -0.13947794235 -0.127745852411538 0.194109823788462 -0.163143891094231 0.384163407307692 0.151399557019231 -0.214298826961538 -0.0114241525942308 0.117843509846154 0.203156531528846 0.0557557611403846 -0.540374798461538 -0.727208555576923 -0.650933357307692 -0.242619675384615 0.00218582627884615 -0.230101683261923 0.454341999230769 0.229154445519231 0.155725783673077 -0.317814612403846 0.29891342475 -0.115996566193654 0.120582512496154 -0.159187383525 0.183065438140385 0.0639270545769231 0.104657804015385
WALKING 20 0.272589336470588 -0.021199992245098 -0.113539477098039 -0.208342792019608 0.489771808627451 -0.228734217372549 -0.250771439607843 0.477559304117647 -0.219835836292157 -0.0116014696529412 0.124459986966667 -0.295318149921569 0.128816565005882 -0.305919615843137 0.348364705941176 0.045888034954902 -0.68044478 -0.561452319803922 -0.725015325098039 -0.313274386294118 0.133134033856863 -0.261133993901961 0.624661490784314 0.428450174509804 0.231254990156863 -0.371046216313725 0.362489038476471 -0.180945623490196 0.1182865306 -0.27549396815098 0.260431310529412 0.0098479684677647 0.0637269408235294
WALKING 21 0.279183526730769 -0.0181610317526923 -0.104319332403846 -0.297814843538462 0.0540880509209615 -0.16868872575 -0.338632558846154 0.0648170778527692 -0.165341123538462 -0.0598793578346154 -0.0189778698 -0.353142720192308 0.231516005357692 0.102687937661538 0.281186446730769 -0.100578333188462 -0.747528102115385 -0.783209055 -0.685741846923077 -0.426292098846154 -0.11432614605 -0.230882208403846 0.406126539038462 0.348652171730769 0.337671557307692 -0.380521288993077 0.404594385730769 -0.185334284998077 0.0690602357269231 -0.197090284961538 0.218641619403846 0.0635598942115385 -0.0251500676053846
WALKING 22 0.27886459 -0.0167213607957174 -0.107112510934783 -0.00865921919565217 0.100384246321739 -0.213351968804348 -0.0129769320782609 -0.0358518429434257 -0.234712307043478 0.0487408725165217 -0.0564658785 -0.139035007717391 -0.0183388855869565 -0.249025331284783 0.293102691521739 0.0359383735456522 -0.505862089565217 -0.763781753043478 -0.717405399565217 -0.0724002640513044 -0.406576661086957 -0.297149084782609 0.597877083695652 0.403949185652174 0.126470420652174 -0.33156980615 0.325483109630435 -0.285643500565217 0.289603000047826 -0.0303551397282609 0.219348933417391 -0.126168992273913 0.169382126382609
WALKING 23 0.273211884237288 -0.0183618711932203 -0.113382994084746 -0.313521773389831 -0.119020586510678 0.164220685383051 -0.342370053898305 -0.253460782932203 0.146447332152542 -0.0646737503220339 -0.164681629728814 -0.134886950714237 0.168198799674576 -0.0891634993752542 -0.0355249779169492 -0.100940731261017 -0.760051238305085 -0.846727872711864 -0.387642619508475 -0.408544327457627 -0.531135733050847 -7.77883166101688e-05 0.472517960508475 0.301191047915254 0.35485960559322 -0.357305891355932 0.267971351398305 0.0789666147610169 -0.163663945654237 -0.113603977649153 0.159020498211864 0.206994987220339 -0.24995588000678
WALKING 24 0.276980816034483 -0.0225446400534483 -0.110595952913793 -0.47076236637931 -0.154127498163793 -0.288840016206897 -0.481853967586207 -0.204010573586207 -0.290820998965517 -0.424449372586207 -0.178289637186207 -0.388732214827586 0.348072754310345 0.0885501455744828 0.337188758103448 -0.291563442068966 -0.857217821206897 -0.859919705862069 -0.768584277068965 -0.521993660172414 -0.432722028793103 -0.312037913275862 0.494563015344828 0.328203755931034 0.232776068517241 -0.408421671034483 0.339343619 -0.157624022122414 0.106422768972414 -0.251910985058621 0.189229589851724 0.197507373262069 -0.210147389708621
WALKING 25 0.278992759054054 -0.0186477624716216 -0.108737636297297 -0.596007443513514 -0.161852411581081 -0.437133403243243 -0.620725755810811 -0.18252643672973 -0.432881022027027 -0.505992792297297 -0.1414447375 -0.429391218243243 0.458821436081081 0.162161556364865 0.478891250540541 -0.403091132162162 -0.916083407432432 -0.862336472567568 -0.851495974189189 -0.656442930405405 -0.385943137297297 -0.442871711486486 0.424723484864865 0.278820281378378 0.0837400205918919 -0.388557734959459 0.318356856824324 -0.119983932014865 0.0444103970094595 -0.289490815947297 0.148012622251351 0.286235130972973 -0.212725804483784
WALKING 26 0.279264443728814 -0.0154259586949153 -0.108927011474576 -0.340185527559322 -0.136351391645763 -0.333486502542373 -0.379704164576271 -0.159350020544068 -0.347312562881356 -0.072220751 -0.099415289440678 -0.385919186271186 0.267827385 0.150795384949153 0.329895753220339 -0.235552347271186 -0.775068551694915 -0.853366991864407 -0.796093406949153 -0.466039762542373 -0.347736917779661 -0.407641372711864 0.416474762033898 0.237506086508475 0.282513978813559 -0.341093081694915 0.234534989220339 0.0167334373830508 0.00259734171355932 -0.230332450249153 0.220232946828814 0.0766742018128814 -0.067311478979661
WALKING 27 0.276849485438596 -0.0166478783221912 -0.112822289263158 -0.348475560526316 -0.187301214964912 -0.297318273508772 -0.391626946491228 -0.190116879333333 -0.300288899298246 -0.0370059330701754 -0.121150035421053 -0.350119664210526 0.288259137192982 0.224033399368421 0.390896408421053 -0.238238820877193 -0.784857880701754 -0.870730912807018 -0.773892315789474 -0.468512298245614 -0.356020026140351 -0.366071275964912 0.456144211578947 0.226426027473684 0.236316890561404 -0.267649243784211 0.160131058315789 0.0419113540578947 0.0955120350877193 -0.080649524377193 0.16544799607193 0.178946221438596 -0.261580935736842
WALKING 28 0.281228223888889 -0.0156759722981481 -0.103714705396296 -0.293003522222222 -0.117886186425926 -0.300928395925926 -0.321961297777778 -0.131357037407407 -0.311527450555556 -0.154880713759259 -0.163620788396296 -0.290509526981481 0.214217967481481 0.0616296568518519 0.39459178462963 -0.185380085464815 -0.743890409074074 -0.847291817222222 -0.774039887407407 -0.367666246111111 -0.299224066222222 -0.389448770185185 0.33892114037037 0.282005641592593 0.253887723277778 -0.405559124018519 0.285474394349444 -0.0690662081148148 0.112053575935185 -0.219645611888889 0.144713844331481 0.288691766092593 -0.211752601349444
WALKING 29 0.271999916792453 -0.0162915600588679 -0.106632427301887 -0.174337940226415 -0.0917540612869811 -0.242828038264151 -0.203964497207547 -0.136387112839623 -0.265759996150943 0.0207641913792453 -0.0535669051316981 0.0187101803641509 0.16773924909434 0.047448511354717 0.449238293773585 -0.107202992741509 -0.655260267169811 -0.838685424339623 -0.736866227735849 -0.270224307471698 -0.338759174150943 -0.380246183584906 0.417384396981132 0.196215905924528 0.0169400723906604 -0.234745021490566 0.1631837251 -0.18272113699434 0.35863746245283 0.0475667316981132 0.0696665539471698 0.0372333487490566 0.0828576189037736
WALKING 30 0.276406758 -0.0175880385730769 -0.0986247068969231 -0.346394275230769 -0.173550021692308 -0.120476783907692 -0.405872933538462 -0.190116850969231 -0.127790376395385 -0.0461646900661538 -0.116122885287692 -0.2053682496 0.264441992184615 0.241928025723077 0.303823459261538 -0.198352361046154 -0.782038938 -0.866235588307692 -0.648361524153846 -0.498528091384615 -0.385062322 -0.17087451882 0.332769209538462 0.2115958266 0.0772569327507692 -0.361613827446154 0.305717392232308 -0.240248621398462 0.291406553213846 -0.123692559230769 0.121882134109231 0.164589434309231 -0.110767898781077
WALKING_UPSTAIRS 1 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 -0.0194792388471698 -0.402832782264151 0.00767689909056604 0.0359905006150943 -0.159448548560377 -0.102688458301887 -0.160509697286792 0.238182436509434 0.143961002516981 0.441553928867925 -0.0968125932377358 -0.788475894528302 -0.804660188867925 -0.565893159811321 -0.496224403584906 -0.192069977651132 0.0721915195018868 0.431169538301887 0.327277994150943 -0.00647454334471698 -0.524400431509434 0.438563589433962 -0.23977634310566 0.134340677858491 -0.327397149962264 0.226589616607547 0.0400244128867925 0.0367810864660377
WALKING_UPSTAIRS 2 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 -0.361106808541667 0.113198669327083 -0.151313527122917 0.0556178940416667 -0.0524464521258333 -0.340458121458333 0.247447674729167 0.001831594125 0.166133309816667 -0.0909271902708333 -0.752619539583333 -0.758782737708333 -0.616762953125 -0.48605325875 -0.0947931754416667 -0.284847268104167 0.236298760916667 0.295978256525 0.109249252012708 -0.21012421055625 0.221575719835417 -0.273792543833333 0.300599486708333 -0.153766258147917 0.150632529364583 0.0156004196927083 0.0379678809770833
WALKING_UPSTAIRS 3 0.260819873067797 -0.0324109410555932 -0.110064863437288 -0.313123437627119 0.0116280813372881 -0.369754604067797 -0.359018922542373 -0.0044843460559322 -0.348964195762712 -0.153548192508475 -0.123984563101695 -0.382521727457627 0.223084863681356 0.0365125157364407 0.524622058305085 -0.181326532774576 -0.757836303220339 -0.795467227118644 -0.813607422033898 -0.450192095423729 -0.248724703169492 -0.339921978864407 0.520150458983051 0.303195794389831 0.0604194304237288 -0.449480757288136 0.348210933242373 -0.258840026801695 0.267598504237288 -0.354524142084746 0.329016225991525 -0.0863562833930508 0.0733191062288136
WALKING_UPSTAIRS 4 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 -0.308203036923077 -0.104576853559423 -0.352160001153846 0.0551893966615385 -0.0905273170096154 -0.367490069615385 0.138761992942308 0.0745232387725 0.588500282307692 -0.179603958538462 -0.679177930576923 -0.826166131923077 -0.815954715769231 -0.495471711153846 -0.351549761923077 -0.383871065461538 0.416566138461538 0.267408959442308 -0.0783649486923077 -0.493146022115385 0.377813806576923 -0.251457354457692 0.252739685230769 -0.218490967957692 0.216868305365385 -0.0486459484057692 0.156000014905769
WALKING_UPSTAIRS 5 0.268459469914894 -0.0325269755153191 -0.107471453914894 -0.0457237779851064 0.185022459476596 -0.308938978787234 -0.116970666051064 0.190486205121277 -0.29114190666383 0.170154643995745 0.0318020728119149 -0.339425736595745 0.0813915649085106 -0.0147994226212766 0.431426511276596 0.0256559304978723 -0.538524112765957 -0.721851596382979 -0.779073327659574 -0.250727103893617 -0.0237973381170213 -0.297029928989149 0.417366364255319 0.256265877680851 0.0649705038604255 -0.517909800638298 0.366946860319149 -0.105375740848936 0.0731834026621277 -0.293387839978723 0.191669860991489 0.141149632117021 -0.00365497551023404
WALKING_UPSTAIRS 6 0.268229355098039 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 0.189276117327451 -0.353519514896078 -0.116208269846275 0.144944545490196 -0.354623361431373 0.266699664921569 0.000426537380392156 -0.330165786588235 0.139452278392157 -0.111621121635294 0.411795619098039 -0.00476602969607843 -0.545813101764706 -0.723024891764706 -0.798916932745098 -0.286775314019608 -0.159827544221569 -0.378434462686275 0.145576437 0.355607625294118 0.0835001797490196 -0.509555353921569 0.350032691688235 -0.0771423954901961 0.0988930129294118 -0.265832274384314 0.158435350829412 0.268931987843137 -0.205435346519608
WALKING_UPSTAIRS 7 0.248706923078431 -0.0275639005607843 -0.143769688803922 -0.29487297445098 -0.32616002254902 -0.145665025639216 -0.337431570196078 -0.343619950980392 -0.135161677587059 -0.133246961235294 -0.225904319215686 -0.401076043137255 0.352567045294118 0.270099990980392 0.243413793764706 -0.197360748070588 -0.745101933921569 -0.908170591176471 -0.654999822745098 -0.437175622352941 -0.506619573137255 -0.15774777907451 0.153892162431373 0.159327413607843 0.203390014262745 -0.381237852392157 0.220348236354902 -0.0936458508254902 0.270867329901961 -0.302782844588235 0.25184649972549 0.0486836556098039 -0.0878685185294118
WALKING_UPSTAIRS 8 0.258880152048781 -0.0282415136341463 -0.11512211995122 -0.171712174634146 0.348768733170732 0.121187278790244 -0.216100764902439 0.318980589487805 0.123365686465854 -0.0603474218780488 0.203913088095122 -0.109625453180488 0.0855697238439024 -0.164466618170732 0.247622493097561 0.121559152312195 -0.651422823658537 -0.643675416341463 -0.427731899658537 -0.286779364463415 0.0241371047439024 0.0169708125219512 0.438874806097561 0.266059171390244 0.0840244064390244 -0.294685713531707 0.248912298609756 -0.15690467957561 0.141281077790244 -0.202117759268293 0.169690507707317 0.0501621256414634 0.0127214980902439
WALKING_UPSTAIRS 9 0.262436475714286 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 -0.402154409387755 -0.295573615714286 -0.246610645510204 -0.126788117730612 -0.18674850544898 -0.344108521714286 0.32761270877551 0.314171851020408 0.406603059102041 -0.253594157755102 -0.788678575918367 -0.900901655306122 -0.731676479795918 -0.488128058571429 -0.425852392857143 -0.278252494363265 0.328343920938776 0.180750991381633 0.122764859283673 -0.386987171979592 0.239335904408163 0.0880209024326531 0.0257681925673469 -0.293163189612245 0.137165527357143 0.228179525126531 -0.155663332828571
WALKING_UPSTAIRS 10 0.267121853404255 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 -0.215119113212766 -0.0166283664148936 -0.0834337844042553 0.105133447565957 0.0575917157851064 -0.116010665004255 0.12316613323617 0.190750665034043 0.347838347744681 -0.0269032676680851 -0.641540761702128 -0.805134564893617 -0.596021824042553 -0.326109933361702 -0.250803859617021 -0.151985032891489 0.419821361914894 0.224394650631915 0.0386964196404255 -0.348384890525532 0.28913139733383 -0.180504734570213 0.183995424429787 -0.10754647506383 0.0796406201489362 0.145511446555106 0.0855490514468085
WALKING_UPSTAIRS 11 0.263775859277778 -0.0303157822055556 -0.106797216481481 -0.238802959018519 -0.103167501868519 -0.203369399185185 -0.293610542592593 -0.101750738833333 -0.161751298222222 -0.0501712200411111 -0.179321982740741 -0.21516913012963 0.215877176833333 0.13191429467037 0.577581789259259 -0.119161142259259 -0.706859446481481 -0.840051968888889 -0.710302526851852 -0.413641687222222 -0.270117565475926 -0.0841232104611111 0.325391156148148 0.300972029148148 0.00963847795185185 -0.465199641925926 0.240101942387037 0.026669720387037 0.0635609946388889 -0.209672935703704 0.0783257957259259 0.195026085459259 -0.0110681656351852
WALKING_UPSTAIRS 12 0.272970338653846 -0.0263574903403846 -0.107339730115385 -0.290149192307692 -0.103818259823077 -0.436697425576923 -0.342332983846154 -0.147699840853846 -0.432757044807692 -0.00700048168115385 -0.0971804551730769 -0.472276199807692 0.334076085192308 0.124706845394231 0.474750006923077 -0.236458431730769 -0.744517165 -0.840544261538462 -0.851148144615385 -0.459653801346154 -0.408434621538462 -0.470391783461538 0.170665170057692 0.250294855321154 0.209601766146154 -0.420869251730769 0.322526855436538 -0.149302987967308 0.141238909148077 -0.235315864013462 0.212225413326923 0.0475773555769231 -0.0520395060625
WALKING_UPSTAIRS 13 0.258203939581818 -0.0277392253910909 -0.125767265890909 -0.296284597454545 0.104470773801818 -0.217210568085455 -0.341001436363636 0.0926616680272727 -0.199585317423309 -0.157210082018182 -0.0605798716909091 -0.361010645636364 0.224583899763636 0.0632201915190909 0.371825497563636 -0.10258231694 -0.746902370727273 -0.749643208545455 -0.708136255636364 -0.416657116545455 -0.151607063709091 -0.248382590429455 0.462623171090909 0.324344320327273 0.162466237790909 -0.423590591963636 0.283110565812727 -0.198255482778182 0.269110850563636 -0.363076883781818 0.224372684858182 0.109324921710909 -0.0384692841072727
